-8.22641,13.5021
-7.90772,13.5738
-7.82604,13.4181
-7.75318,13.185
-7.59369,13.015
-7.44477,12.9503
-7.44078,13.1003
-7.35433,13.0167
-7.20445,13.0152
-7.2749,13.1081
-7.28725,13.2603
-7.28082,13.491
-7.44028,13.4177
-7.60205,13.494
-7.52168,13.5798
-7.6003,13.8056
-7.43904,13.7321
-7.35958,13.8127
-7.2819,13.9753
-7.35571,14.0418
-7.28095,14.0548
-7.12197,14.132
-7.11943,14.0404
-6.96697,14.0534
-6.88165,14.122
-6.95936,14.2762
-6.80567,14.2771
-6.64569,14.2854
-6.72419,14.443
-6.56959,14.5218
-6.49712,14.4384
-6.33362,14.4406
-6.33556,14.6
-6.17193,14.5909
-6.09041,14.5909
-6.10125,14.6765
-5.93353,14.6772
-5.86505,14.7512
-5.70815,14.7557
-5.78624,14.8306
-5.70845,14.9214
-5.62799,14.838
-5.54256,14.9104
-5.47007,14.842
-5.46818,14.9062
-5.47149,15.0691
-5.37884,14.9901
-5.30581,14.9986
-5.30862,15.1446
-5.23416,15.0643
-5.14701,15
-5.06776,14.837
-5.06902,14.7626
-5.2209,14.762
-5.30035,14.5941
-5.38948,14.6021
-5.46459,14.5934
-5.6304,14.5227
-5.77765,14.4461
-5.85932,14.5253
-6.10099,14.367
-6.17667,14.2801
-6.10049,14.2116
-6.25571,14.1219
-6.41448,14.0527
-6.56343,13.896
-6.65285,13.8855
-6.96997,13.8891
-7.11611,13.893
-7.19599,13.7374
-7.11532,13.6606
-6.96321,13.649
-7.12657,13.4148
-7.04065,13.2567
-7.04573,13.1827
-6.8913,13.2581
-6.88276,13.1761
-6.72206,13.1826
-6.80157,13.3429
-6.64672,13.4883
-6.65141,13.3397
-6.56464,13.3349
-6.48839,13.3337
-6.48442,13.4214
-6.4976,13.4988
-6.41023,13.489
-6.32516,13.5009
-6.33611,13.4129
-6.34076,13.332
-6.2531,13.3393
-6.24627,13.4093
-6.25923,13.4962
-6.17453,13.7395
-6.25029,13.8937
-6.17173,13.8842
-6.10399,13.9756
-6.01043,13.8839
-5.86436,13.6571
-5.86507,13.5819
-5.94625,13.4972
-5.77908,13.4931
-5.61794,13.4227
-5.61843,13.3377
-5.55152,13.263
-5.46761,13.3366
-5.45881,13.4993
-5.46091,13.576
-5.3123,13.5819
-5.30945,13.6548
-5.15059,13.5757
-5.22651,13.4216
-4.98798,13.415
-4.9062,13.568
-5.06614,13.6523
-4.99213,13.7332
-4.90881,13.8116
-4.98481,13.8961
-5.07858,13.8853
-5.07883,13.8081
-5.15507,13.809
-5.15555,13.7327
-5.22639,13.7396
-5.30146,13.7326
-5.46032,13.8903
-5.61986,14.0547
-5.70103,14.0433
-5.77366,14.05
-5.85501,14.0536
-5.94345,14.2006
-5.77528,14.1263
-5.70446,14.1985
-5.54632,14.1196
-5.54456,14.201
-5.46623,14.2785
-5.3937,14.2078
-5.3024,14.197
-5.31146,14.133
-5.22161,14.1228
-5.23371,14.3642
-5.14294,14.3626
-5.07073,14.2873
-4.99886,14.3611
-4.98621,14.4488
-4.83815,14.4334
-4.91911,14.5164
-4.90718,14.5987
-4.83481,14.6059
-4.75956,14.5909
-4.75387,14.5216
-4.67968,14.5974
-4.59752,14.7614
-4.52624,14.6814
-4.43303,14.7552
-4.35949,14.8342
-4.5121,14.9941
-4.67504,14.9909
-4.83981,14.9068
-4.75825,15.1479
-4.91394,15.1453
-4.98823,15.153
-5.06495,15.1451
-5.15494,15.2224
-4.98961,15.3044
-4.99742,15.4619
-4.83279,15.3053
-4.76276,15.3016
-4.60004,15.3082
-4.44744,15.3035
-4.35962,15.3004
-4.28782,15.2358
-4.13067,15.153
-4.05181,15.2309
-3.89434,15.387
-3.97263,15.4599
-3.96868,15.6257
-4.11936,15.5448
-4.12375,15.3817
-4.27482,15.4678
-4.51299,15.4691
-4.67158,15.4627
-4.59062,15.6959
-4.28268,15.8535
-4.11977,15.8625
-3.97247,15.9336
-3.73017,16.024
-3.49268,16.0946
-3.33375,16.0989
-3.09564,15.9318
-3.25265,15.7757
-3.34067,15.7084
-3.49053,15.7769
-3.48915,15.6176
-3.64925,15.7058
-3.73051,15.5492
-3.50008,15.3833
-3.25254,15.2213
-3.09833,15.5412
-2.93857,15.6185
-2.77762,15.6272
-2.7861,15.5445
-2.78713,15.3061
-2.70736,15.1532
-2.77751,15.1445
-2.9478,15.2285
-2.93832,15.1549
-3.09612,15.0699
-3.17829,14.9946
-3.33164,14.9911
-3.40813,15.0727
-3.50133,14.9956
-3.49112,14.913
-3.64651,14.9916
-3.73606,14.9123
-3.65097,14.8364
-3.80493,14.764
-3.8826,14.9058
-3.96282,14.7566
-4.04708,14.7526
-4.12161,14.7499
-4.20224,14.7509
-4.2747,14.5129
